[[{'duration': 4.161, 'start': 0.919, 'text': 'AI한테 백엔드 만들어 달라고 했더니'},
  {'duration': 4.36, 'start': 76.439, 'text': '돼요. 그 툴을 잡아 주는게 오늘'},
  {'duration': 4.72, 'start': 78.759, 'text': '얘기할 DDD예요.'},
  {'duration': 4.761, 'start': 80.799, 'text': 'dd디d 도메인 주도 설계. 이름만'},
  {'duration': 4.32, 'start': 83.479, 'text': '들으면 무슨 소리인가 싶죠? 비유로'},
  {'duration': 4.12, 'start': 85.56, 'text': '설명할게요. 편의점 생각해 보세요.'},
  {'duration': 3.401, 'start': 87.799, 'text': '음료는 음료 코너에, 과자는 과자'},
  {'duration': 3.799, 'start': 89.68, 'text': '코너에, 도시락은 도시락 코너에'},
  {'duration': 4.08, 'start': 91.2, 'text': '있잖아요. 만약 음료 코너에 칫솔이'},
  {'duration': 3.841, 'start': 93.479, 'text': '있으면 어떻게 돼요? 손님도 찾기'},
  {'duration': 3.839, 'start': 95.28, 'text': '힘들고 편의점 알바생도 이거 어디다'},
  {'duration': 4.079, 'start': 97.32, 'text': '진열하지 헷갈리겠죠? 코드도'},
  {'duration': 4.04, 'start': 99.119, 'text': '똑같아요. d디d는 비즈니스 개념을'},
  {'duration': 3.68, 'start': 101.399, 'text': '코드로 그대로 표현하는 거예요.'},
  {'duration': 3.6, 'start': 103.159, 'text': '유저, 결제, 주문, 배송 이게'},
  {'duration': 3.761, 'start': 105.079, 'text': '도메인이에요. 비즈니스에서 실제로'},
  {'duration': 4.161, 'start': 106.759, 'text': '쓰는 개념들이요. 그리고 각 도메인'},
  {'duration': 3.879, 'start': 108.84, 'text': '안에는 역할이 딱 정해져 있어요.이'},
  {'duration': 3.6, 'start': 110.92, 'text': '개념이 어떻게 생겼냐를 정의하는'},
  {'duration': 4.0, 'start': 112.719, 'text': '파일. 데이터베이스에서 꺼내오고'},
  {'duration': 4.4, 'start': 114.52, 'text': '저장하는 발, 실제 비즈니스 규칙을'},
  {'duration': 4.841, 'start': 116.719, 'text': '처리하는 발.이 이 세 가지가 기본'},
  {'duration': 4.839, 'start': 118.92, 'text': '툴이에요. 근데 여기서 핵심이'},
  {'duration': 3.879, 'start': 121.56, 'text': '있어요. dd는 단순히 폴더 나누는게'},
  {'duration': 4.681, 'start': 123.759, 'text': '아니에요. 비즈니스 사람들이 쓰는'},
  {'duration': 5.24, 'start': 125.439, 'text': '말과 코드 이름을 완전히 일치시키는'},
  {'duration': 4.36, 'start': 128.44, 'text': '거예요. 영업팀에서 결제 취소라는'},
  {'duration': 4.2, 'start': 130.679, 'text': '용어를 쓴다고 하면 코드에도 똑같이'},
  {'duration': 4.2, 'start': 132.8, 'text': '결제라는 이름이 그대로 있는 거예요.'},
  {'duration': 4.281, 'start': 134.879, 'text': '다만 이때는 보통 영어를 사용을'},
  {'duration': 5.2, 'start': 137.0, 'text': '합니다.이 단순한 원칙이 AI'},
  {'duration': 5.159, 'start': 139.16, 'text': '입장에서는 완전히 다른 세상이에요.'},
  {'duration': 4.039, 'start': 142.2, 'text': 'AI가 코드를 잘 짜는 비결이 뭔지'},
  {'duration': 3.841, 'start': 144.319, 'text': '아세요? 창의력이 아닙니다. 패턴'},
  {'duration': 3.921, 'start': 146.239, 'text': '인식이에요. 이렇게 생각해 보세요.'},
  {'duration': 4.079, 'start': 148.16, 'text': '여러분이 세회사에 입사했는데 선님이'},
  {'duration': 3.4, 'start': 150.16, 'text': '우리 팀은 항상이 양식으로 보고서 써'},
  {'duration': 3.36, 'start': 152.239, 'text': '라면서 기존 보고서 10열 개를'},
  {'duration': 3.52, 'start': 153.56, 'text': '줬어요. 그러면 여러 번째 보고서도'},
  {'duration': 3.521, 'start': 155.599, 'text': '같은 양식으로 쓸 수 있잖아요. 뭘'},
  {'duration': 4.36, 'start': 157.08, 'text': '물어도 볼 필요도 없어요. AI도'},
  {'duration': 4.16, 'start': 159.12, 'text': '똑같아요. ddd 구조로 코드를 자는'},
  {'duration': 3.719, 'start': 161.44, 'text': '유저 도메인이 어떻게 생겼는지 AI가'},
  {'duration': 3.72, 'start': 163.28, 'text': '봤을 때 결제 도메인도 아, 같은'},
  {'duration': 3.561, 'start': 165.159, 'text': '패턴이구나 하고 자동으로 인식해요.'},
  {'duration': 3.319, 'start': 167.0, 'text': '결제 기능 만들어 줘. 한마디에 유저'},
  {'duration': 3.28, 'start': 168.72, 'text': '도메인과 똑같이 생긴 결제 도메인을'},
  {'duration': 3.64, 'start': 170.319, 'text': '그대로 복재해서 만들어 줘요. 직접'},
  {'duration': 3.72, 'start': 172.0, 'text': '해 보니까 이게 진짜였어요. ddd로'},
  {'duration': 3.481, 'start': 173.959, 'text': '구조를 잡아두면 AI가 기존 패턴을'},
  {'duration': 3.2, 'start': 175.72, 'text': '보고 새 기능을 거의 완벽하게'},
  {'duration': 3.519, 'start': 177.44, 'text': '찍어냈어요. 코드 검토도 훨씬'},
  {'duration': 4.12, 'start': 178.92, 'text': '편해졌고 같은 패턴이니까 확인해야 할'},
  {'duration': 4.56, 'start': 180.959, 'text': '포인트도 줄었어요. 반대로 구조 없이'},
  {'duration': 3.759, 'start': 183.04, 'text': '썼을 때는요. 초반엔 그랬는데 어느'},
  {'duration': 2.961, 'start': 185.519, 'text': '순간 같은 역할을 하는 코드가'},
  {'duration': 3.601, 'start': 186.799, 'text': '여기저기 흩어져 있더라고요. AI가'},
  {'duration': 3.44, 'start': 188.48, 'text': '참고할 패턴이 없으니까 매번 조금씩'},
  {'duration': 3.119, 'start': 190.4, 'text': '다르게 만든 거예요. 나중에 뭔가'},
  {'duration': 3.64, 'start': 191.92, 'text': '고치려면 다 찾아서 다 고쳐야 하는'},
  {'duration': 4.201, 'start': 193.519, 'text': '상황이 됐어요. 여기서 재밌는게 하나'},
  {'duration': 3.92, 'start': 195.56, 'text': '있어요. AI도 사람이랑 비슷한게 한'},
  {'duration': 3.32, 'start': 197.72, 'text': '번에 너무 많은 정보를 주면 품질이'},
  {'duration': 3.08, 'start': 199.48, 'text': '뚝 떨어져요. 직접 써 보면 딱'},
  {'duration': 3.6, 'start': 201.04, 'text': '느껴져요. 전체 코드를 다 보여'},
  {'duration': 4.239, 'start': 202.56, 'text': '주면서 결제 버그 고쳐 줘 하면'},
  {'duration': 4.0, 'start': 204.64, 'text': 'AI가 엉뚱한 파일을 건드리거나 이미'},
  {'duration': 3.961, 'start': 206.799, 'text': '있는 코드를 중복으로 만들어요.'},
  {'duration': 3.56, 'start': 208.64, 'text': '처음이랑 끝은 잘 기억하는데 중간에'},
  {'duration': 4.24, 'start': 210.76, 'text': '있는 내용을 흐릿하게 처리하는 것'},
  {'duration': 5.0, 'start': 212.2, 'text': '같더라고요. d디d 구조로 짜면 이거'},
  {'duration': 3.959, 'start': 215.0, 'text': '자연스럽게 해결돼요. 유저 관련 문제'},
  {'duration': 3.2, 'start': 217.2, 'text': '있어 하면 유저 도메인만 보여 주면'},
  {'duration': 3.601, 'start': 218.959, 'text': '돼요. 결제 오류야 하면 결제'},
  {'duration': 4.6, 'start': 220.4, 'text': '도메인만요. AI가 봐야 할 코드가'},
  {'duration': 4.72, 'start': 222.56, 'text': '딱 필요한 것만 남아요. 항상 AI가'},
  {'duration': 3.879, 'start': 225.0, 'text': '집중할 수 있는 상태에서 코드를 만들'},
  {'duration': 3.72, 'start': 227.28, 'text': '수 있는 거예요. 마치 의사한테 진료'},
  {'duration': 4.0, 'start': 228.879, 'text': '받을 때 다리 아픈 건데 머리 엑레이'},
  {'duration': 3.879, 'start': 231.0, 'text': '심장 초음파을 다 갖다 주면 의사도'},
  {'duration': 4.601, 'start': 232.879, 'text': '헷갈리는 것처럼요. 다리 관련 자료만'},
  {'duration': 4.521, 'start': 234.879, 'text': '딱 가져가면 되잖아요.'},
  {'duration': 3.479, 'start': 237.48, 'text': 'AI한테 하는 말과 코드가 같은'},
  {'duration': 3.559, 'start': 239.4, 'text': '언어를 써야 합니다. 이게 제일'},
  {'duration': 3.881, 'start': 240.959, 'text': '신기한 부분이에요. AI한테 뭔가'},
  {'duration': 3.601, 'start': 242.959, 'text': '부탁할 때 어떻게 말하세요? 유저'},
  {'duration': 3.599, 'start': 244.84, 'text': '쪽에서 프로필 정보 가져와죠. 그러면'},
  {'duration': 3.28, 'start': 246.56, 'text': 'AI는 어디를 봐야 할지 바로'},
  {'duration': 3.241, 'start': 248.439, 'text': '알아요. 유저 폴더 안에 있는'},
  {'duration': 3.479, 'start': 249.84, 'text': '파일이요. 말이랑 코드 이름이 완전히'},
  {'duration': 3.08, 'start': 251.68, 'text': '일치하거든요. 반대로 코드 이름이'},
  {'duration': 3.361, 'start': 253.319, 'text': '이렇게 돼 있으면 어떻게 될까요?'},
  {'duration': 4.199, 'start': 254.76, 'text': '데이터 처리라는 파일에 처리해 줘라는'},
  {'duration': 4.519, 'start': 256.68, 'text': '기능. 관리자라는 파일에 관리해'},
  {'duration': 4.361, 'start': 258.959, 'text': '줘라는 기능. AI한테 유저 정보'},
  {'duration': 4.28, 'start': 261.199, 'text': '가져와 줘 했을 때 데이터 처리가 그'},
  {'duration': 4.12, 'start': 263.32, 'text': '역할인지 관리자가 그 역할인지 AI도'},
  {'duration': 3.761, 'start': 265.479, 'text': '몰라요. 그러면 AI가 추측해서 뭔가'},
  {'duration': 3.64, 'start': 267.44, 'text': '만들어 내요. 그게 환각이에요.'},
  {'duration': 3.519, 'start': 269.24, 'text': 'DDD의 핵심은 바로 이거예요.'},
  {'duration': 3.44, 'start': 271.08, 'text': '비즈니스에서 쓰는 말이랑 코드 이름을'},
  {'duration': 3.88, 'start': 272.759, 'text': '맞추는 거예요. 말이 어렵지? 그냥'},
  {'duration': 4.239, 'start': 274.52, 'text': '현장에서 쓰는 말 코드 이름'},
  {'duration': 3.961, 'start': 276.639, 'text': '이겁니다. 저도 처음에 코드 이름을'},
  {'duration': 3.44, 'start': 278.759, 'text': '대충 지었거든요. 그랬더니 AI가'},
  {'duration': 3.319, 'start': 280.6, 'text': '자꾸 엉뚱한 파일에 코드를'},
  {'duration': 4.081, 'start': 282.199, 'text': '만들었어요. 비니스 언어로 이름'},
  {'duration': 4.28, 'start': 283.919, 'text': '통일하고 나서부터는 AI가 아 이거'},
  {'duration': 4.0, 'start': 286.28, 'text': '여기 있는 거네 하고 바로'},
  {'duration': 4.041, 'start': 288.199, 'text': '찾더라고요. 환각이 확 줄었어요.'},
  {'duration': 3.68, 'start': 290.28, 'text': '여기서 중요한 한 가지를 더'},
  {'duration': 3.32, 'start': 292.24, 'text': '이야기해야 돼요. dd디d의 진짜'},
  {'duration': 2.959, 'start': 293.96, 'text': '위력을 완성시켜 주는 부분이에요.'},
  {'duration': 3.479, 'start': 295.56, 'text': '클로드 코드에는 훅 시스템이'},
  {'duration': 4.161, 'start': 296.919, 'text': '있거든요. 특정 조건이 맞으면 AI가'},
  {'duration': 4.081, 'start': 299.039, 'text': '자동으로 어떤 행동을 하도록 미리'},
  {'duration': 4.16, 'start': 301.08, 'text': '설정해 두는 거예요. 여기에 도메인'},
  {'duration': 3.96, 'start': 303.12, 'text': '트리거를 달아서 스킬을 불러서'},
  {'duration': 3.6, 'start': 305.24, 'text': '사용하면 돼요. 스킬 안에는 각'},
  {'duration': 3.2, 'start': 307.08, 'text': '도메인별로 읽어야 하는 파일들이'},
  {'duration': 3.84, 'start': 308.84, 'text': '분류가 돼 있고 그에 맞춰서'},
  {'duration': 4.12, 'start': 310.28, 'text': '행동해요. 그러면 제가 결제 환불'},
  {'duration': 3.72, 'start': 312.68, 'text': '기능 만들어 줘라고 하면 AI가'},
  {'duration': 4.079, 'start': 314.4, 'text': '알아서 결제 도메인 파일들을 먼저 쭉'},
  {'duration': 3.76, 'start': 316.4, 'text': '읽어요. 기존에 결제 개념을 어떻게'},
  {'duration': 3.241, 'start': 318.479, 'text': '표현하고 있는지 데이터는 어떻게'},
  {'duration': 3.319, 'start': 320.16, 'text': '저장하고 있는지 어떤 비즈니스'},
  {'duration': 3.84, 'start': 321.72, 'text': '규칙들이 있는지 다 파악한 다음에'},
  {'duration': 4.081, 'start': 323.479, 'text': '코드를 만들어요. 근데 이게 DDD'},
  {'duration': 4.12, 'start': 325.56, 'text': '구조가 잡혀 있어야 제대로 작동해요.'},
  {'duration': 4.079, 'start': 327.56, 'text': 'DDD 없이 코드가 여기저기 흩어져'},
  {'duration': 4.2, 'start': 329.68, 'text': '있으면 트리거를 달아도 AI가 어디를'},
  {'duration': 4.12, 'start': 331.639, 'text': '읽어야 할지 결제 맥락을 파악할 수'},
  {'duration': 4.319, 'start': 333.88, 'text': '있는지도 몰라요. 도메인 경계가'},
  {'duration': 3.961, 'start': 335.759, 'text': '명확하니까 결제 결제 폴더가 딱'},
  {'duration': 3.481, 'start': 338.199, 'text': '떨어지는 거예요. 직접 써 보면서'},
  {'duration': 3.84, 'start': 339.72, 'text': '가장 놀랐던게이 부분이었어요. 구조'},
  {'duration': 3.519, 'start': 341.68, 'text': '잡고 트리고 달아두니까 AIA가 제'},
  {'duration': 3.44, 'start': 343.56, 'text': '코드 스타일을 학습한 것처럼 읽는'},
  {'duration': 4.0, 'start': 345.199, 'text': '코드를 알아서 뽑아내더라고요.이'},
  {'duration': 4.639, 'start': 347.0, 'text': '도메인에서는 이렇게 해라고 매번'},
  {'duration': 4.0, 'start': 349.199, 'text': '설명할 필요가 없어졌습니다. 저는'},
  {'duration': 2.921, 'start': 351.639, 'text': '개발자도 아닌데 이게 저한테 무슨'},
  {'duration': 2.84, 'start': 353.199, 'text': '의미예요? 하시는 분 있으실 것'},
  {'duration': 3.32, 'start': 354.56, 'text': '같아요. 두 가지 상황이 있는 거'},
  {'duration': 3.921, 'start': 356.039, 'text': '같습니다. 첫 번째 개발자한테 작업을'},
  {'duration': 3.68, 'start': 357.88, 'text': '맡기시는 분들이요. DDD 구조로 짜'},
  {'duration': 2.88, 'start': 359.96, 'text': '주세요. 비즈니스 개념 단위로 폴더'},
  {'duration': 3.199, 'start': 361.56, 'text': '나눠 주세요라고 요청하실 수'},
  {'duration': 3.24, 'start': 362.84, 'text': '있어요.이 구조로 짜면 나중에 AI'},
  {'duration': 3.201, 'start': 364.759, 'text': '도구로 유지 보수할 때 훨씬'},
  {'duration': 4.08, 'start': 366.08, 'text': '효율적이에요. 그리고이 코드 어디'},
  {'duration': 4.44, 'start': 367.96, 'text': '있어요라는 질문도 없어져요. 비즈니스'},
  {'duration': 3.56, 'start': 370.16, 'text': '개념이 폴더 이름이니까요. 두 번째'},
  {'duration': 2.84, 'start': 372.4, 'text': '직접 바이브 코딩 시작하시는'},
  {'duration': 3.12, 'start': 373.72, 'text': '분들이요. 여기서 중요한게 하나'},
  {'duration': 4.0, 'start': 375.24, 'text': '있어요. 처음 베이스 코드는 손으로'},
  {'duration': 3.88, 'start': 376.84, 'text': '직접 짜시는게 좋아요. AI한테 구조'},
  {'duration': 3.2, 'start': 379.24, 'text': '잡아 달라고 하면 만들어 주기는'},
  {'duration': 3.8, 'start': 380.72, 'text': '해요. 근데 첫 번째 도메인 하나는'},
  {'duration': 3.84, 'start': 382.44, 'text': '직접 짜으시는 걸 강력하게 권합니다.'},
  {'duration': 3.28, 'start': 384.52, 'text': '어떤 개념을 어떻게 정의하고 데이터는'},
  {'duration': 3.6, 'start': 386.28, 'text': '어떻게 꺼내 오는지 손으로 한번 써'},
  {'duration': 3.64, 'start': 387.8, 'text': '봐야 나중 AI 코드가 맞는지 틀린지'},
  {'duration': 3.48, 'start': 389.88, 'text': '판단할 수 있거든요. 이게 없으면'},
  {'duration': 4.12, 'start': 391.44, 'text': 'AI가 이상한 코드를 만들어도 뭐가'},
  {'duration': 4.6, 'start': 393.36, 'text': '이상한지 전혀 모르고 그냥 쓰게'},
  {'duration': 4.12, 'start': 395.56, 'text': '돼요. 첫 도메인 하나는 직접 짜고'},
  {'duration': 3.2, 'start': 397.96, 'text': 'AI한테이 패턴으로 다른 도메인도'},
  {'duration': 3.48, 'start': 399.68, 'text': '만들어 줘 하면 훨씬 정확하게'},
  {'duration': 4.2, 'start': 401.16, 'text': '동작해요. 그리고이 구조를 유지하면서'},
  {'duration': 3.64, 'start': 403.16, 'text': '기능을 추가할수록 AI가 점점 더 잘'},
  {'duration': 2.839, 'start': 405.36, 'text': '따라와요. 처음 세팅이 중요한'},
  {'duration': 3.08, 'start': 406.8, 'text': '거예요. 물론 이미 제가 짜 놓은'},
  {'duration': 3.521, 'start': 408.199, 'text': '코드 베이스를 쓰시면 되기 때문에'},
  {'duration': 3.48, 'start': 409.88, 'text': '여러분들은 해당 레포지토리를 가져다'},
  {'duration': 4.08, 'start': 411.72, 'text': '쓰시면 됩니다. 코드에 대한 안내'},
  {'duration': 4.64, 'start': 413.36, 'text': '사항은 제가 곧 안내드릴게요. 자,'},
  {'duration': 4.28, 'start': 415.8, 'text': '마지막으로 오늘 핵심 딱네 가지'},
  {'duration': 3.72, 'start': 418.0, 'text': '언급하고 넘어갈게요. 하나, 정해진'},
  {'duration': 3.2, 'start': 420.08, 'text': '틀이 있으면 AI가 틀을 복사해서'},
  {'duration': 3.56, 'start': 421.72, 'text': '일관된 코드를 만들어요. 구조가'},
  {'duration': 3.52, 'start': 423.28, 'text': '패턴이 됩니다. 둘, 도메인 단위로'},
  {'duration': 3.479, 'start': 425.28, 'text': '나누면 AI가 필요한 도메인만'},
  {'duration': 3.799, 'start': 426.8, 'text': '집중해서 볼 수 있어요. 볼 코드가'},
  {'duration': 3.241, 'start': 428.759, 'text': '작아질수록 품질이 올라가요. 셋.'},
  {'duration': 3.04, 'start': 430.599, 'text': '코드 이름이 실제 비즈니스 언어랑'},
  {'duration': 3.28, 'start': 432.0, 'text': '같으면 AI가 어디를 수정할지 바로'},
  {'duration': 3.601, 'start': 433.639, 'text': '찾아요. 이름이 맞지 않으면 AI가'},
  {'duration': 4.039, 'start': 435.28, 'text': '추측을 하고 환각이 생깁니다. 네.'},
  {'duration': 3.72, 'start': 437.24, 'text': '후로 도메인 트리거를 달아두면 AI가'},
  {'duration': 3.28, 'start': 439.319, 'text': '알아서 관련 코드를 읽고 맥락을'},
  {'duration': 3.4, 'start': 440.96, 'text': '파악합니다. 매번 설명 안 해도'},
  {'duration': 3.28, 'start': 442.599, 'text': '돼요. 어렵게 생각할 필요 없어요.'},
  {'duration': 3.36, 'start': 444.36, 'text': '편의점 진열 때처럼 비즈니스 개념'},
  {'duration': 3.481, 'start': 445.879, 'text': '단위로 나눠서 같은 종류는 같은 곳에'},
  {'duration': 3.599, 'start': 447.72, 'text': '두는 거예요. 그리고 진열 때마다'},
  {'duration': 4.16, 'start': 449.36, 'text': '여기엔 이것이라는 표시를 해 두는'},
  {'duration': 4.241, 'start': 451.319, 'text': '거예요. 그게 DDD예요. AI가'},
  {'duration': 4.079, 'start': 453.52, 'text': '여러분 코드를 처음 봤을 때 아이'},
  {'duration': 4.6, 'start': 455.56, 'text': '팀은 이렇게 일하는구나를 바로 파악할'},
  {'duration': 4.04, 'start': 457.599, 'text': '수 있도록 마지막으로 구독자 이벤트'},
  {'duration': 3.159, 'start': 460.16, 'text': '진행할게요. 구독, 좋아요, 댓글,'},
  {'duration': 3.641, 'start': 461.639, 'text': '알림 설정까지 해 주시고 고정 댓글'},
  {'duration': 3.481, 'start': 463.319, 'text': '확인하고 가이드 따라 주시면 DD로'},
  {'duration': 4.039, 'start': 465.28, 'text': '짠 제 코드 베이스가 올라갈 링크가'},
  {'duration': 2.519, 'start': 466.8, 'text': '있을 거예요.'}]]
